Company Name,Batch,YC Profile URL,Website,Description,Status,Industries,Team Size,Location
SuretyNow,W24,https://www.ycombinator.com/companies/suretynow,https://suretynow.com/,The Modern Surety Bond Platform,Active,Fintech; Insurance,4,"Austin, TX, USA"
ROE,W24,https://www.ycombinator.com/companies/roe,https://getroe.ai,AI for risk and compliance,Active,B2B; Infrastructure,9,"San Mateo, CA, USA"
FurtherAI,W24,https://www.ycombinator.com/companies/furtherai,https://www.furtherai.com/,AI Workforce for the Insurance Industry,Active,B2B,8,"San Francisco, CA, USA"
Arini,W24,https://www.ycombinator.com/companies/arini,https://www.arini.ai,AI receptionist for dentists,Active,Healthcare; Healthcare IT,17,"San Francisco, CA, USA"
Paradigm,W24,https://www.ycombinator.com/companies/paradigm,https://www.paradigmai.com/,A reimagined workspace with AI at its core,Active,B2B,8,
PointOne,W24,https://www.ycombinator.com/companies/pointone,https://pointone.com/,AI Time Platform for Law Firms,Active,B2B; Infrastructure,15,"New York, NY, USA"
Avery,W24,https://www.ycombinator.com/companies/avery,https://callavery.com,AI Contact Center for Residential Property Managers,Active,Real Estate and Construction; Housing and Real Estate,3,"Austin, TX, USA"
Wavelength,W24,https://www.ycombinator.com/companies/wavelength,https://wavelength.cx/,Build Magical Customer Experiences,Active,B2B; Operations,3,"San Francisco, CA, USA"
MathDash,W24,https://www.ycombinator.com/companies/mathdash,https://mathdash.com,Learning Platform for Math Competitions,Active,Education,2,"San Francisco, CA, USA"
Leaping,W24,https://www.ycombinator.com/companies/leaping,https://www.leaping.io/,Automate bug resolution,Active,"B2B; Engineering, Product and Design",2,"San Francisco, CA, USA"
Basalt,W24,https://www.ycombinator.com/companies/basalt,https://basalt.space/,Constellations as a Service,Active,Industrials; Aviation and Space,5,"San Francisco, CA, USA"
Carousel Technologies,W24,https://www.ycombinator.com/companies/carousel-technologies,https://usecarousel.com,AI Assistant for Excel,Active,B2B; Finance and Accounting,4,"205 W 76th St, New York, NY 10023, USA"
Agentic Labs,W24,https://www.ycombinator.com/companies/agentic-labs-2,https://agenticlabs.com,AI system design tools for dev teams,Active,"B2B; Engineering, Product and Design",2,"New York, NY, USA"
Fractal Labs,W24,https://www.ycombinator.com/companies/fractal-labs,https://fractal-labs.gg/,,Active,Consumer,4,
Pivot Robotics,W24,https://www.ycombinator.com/companies/pivot-robotics,https://pivotrobotics.com,AI for Robot Arms in Factories,Active,Industrials; Manufacturing and Robotics,6,"San Francisco, CA, USA"
Aidy,W24,https://www.ycombinator.com/companies/aidy,https://www.aidyhq.com/,Mobile app helping people better manage chronic health conditions,Active,Healthcare; Consumer Health and Wellness,2,"San Francisco, CA, USA"
Buster,W24,https://www.ycombinator.com/companies/buster,http://buster.so,AI platform for analytics engineering,Active,B2B; Analytics,4,"Salt Lake City, UT, USA"
Garage,W24,https://www.ycombinator.com/companies/garage-2,https://www.shopgarage.com/,Building the marketplace that powers America’s most essential assets,Active,B2B,20,"New York, NY, USA"
"Argon AI, Inc.",W24,https://www.ycombinator.com/companies/argon-ai-inc,https://www.argon-ai.com/,AI for Pharma Intelligence ,Active,Healthcare,2,
nCompass Technologies,W24,https://www.ycombinator.com/companies/ncompass-technologies,https://www.ncompass.tech,Optimize performance on GPUs - 10x faster,Active,"B2B; Engineering, Product and Design",3,"New York, NY, USA"
Lumen Payments,W24,https://www.ycombinator.com/companies/lumen-payments,https://getlumen.dev,Fastest way to implement payments in your product.,Active,Fintech,2,"Berlin, Germany"
Alex,W24,https://www.ycombinator.com/companies/alex-com,https://alex.com,Your AI recruiter for interviewing and identifying the best talent,Active,B2B; Recruiting and Talent,30,"San Francisco, CA, USA"
malibou,W24,https://www.ycombinator.com/companies/malibou,https://www.malibou.co,the first all-in-one payroll and HR software for French SMBs,Active,B2B; Human Resources,2,"117 Quai de Valmy, 75010 Paris, France"
Newton,W24,https://www.ycombinator.com/companies/newton,https://joinnewton.com,AI-powered phone platform for dentists,Active,B2B,4,
Tile,W24,https://www.ycombinator.com/companies/tile,https://tile.sh,AI-first notebook for building operational data apps,Active,B2B; Analytics,2,"New York, NY, USA"
Tuesday Lab,W24,https://www.ycombinator.com/companies/tuesday-lab,https://www.tuesdaylab.com,Delightful robots,Active,Consumer; Consumer Electronics,5,"New York, NY, USA"
Momentic,W24,https://www.ycombinator.com/companies/momentic,https://momentic.ai,The AI-native automated testing platform,Active,"B2B; Engineering, Product and Design",12,"San Francisco, CA, USA"
Reducto,W24,https://www.ycombinator.com/companies/reducto,https://reducto.ai,The most accurate API to parse documents,Active,"B2B; Engineering, Product and Design",30,"San Francisco, CA, USA"
Andon Labs,W24,https://www.ycombinator.com/companies/andon-labs,https://andonlabs.com/,Autonomous organizations without humans in the loop,Active,"B2B; Engineering, Product and Design",8,"San Francisco, CA, USA"
Maia,W24,https://www.ycombinator.com/companies/maia,https://www.ourmaia.com/,AI relationship app that keeps couples together,Active,Healthcare; Consumer Health and Wellness,2,"San Francisco, CA, USA"
Nuanced,W24,https://www.ycombinator.com/companies/nuanced,https://www.nuanced.dev/,Nuanced makes AI coding agents and tools smarter with static analysis.,Active,B2B,2,"San Francisco, CA, USA"
Precip,W24,https://www.ycombinator.com/companies/precip,https://precip.ai,High precision AI weather models,Active,B2B,3,
Tracecat,W24,https://www.ycombinator.com/companies/tracecat,https://tracecat.com,Automate work with secure AI agents,Active,B2B; Productivity,,"San Francisco, CA, USA"
Kabilah,W24,https://www.ycombinator.com/companies/kabilah,https://www.kabilah.com,Pioneering Generative AI for Nursing,Active,Healthcare,,
Sonia,W24,https://www.ycombinator.com/companies/sonia,https://soniahealth.com,AI Therapy,Active,Healthcare; Consumer Health and Wellness,6,"San Francisco, CA, USA"
Maihem,W24,https://www.ycombinator.com/companies/maihem,https://www.maihem.com,Adaptive AI welding robots for manufacturers of any scale,Active,Industrials; Manufacturing and Robotics,3,"London, UK"
ion design,W24,https://www.ycombinator.com/companies/ion-design,https://www.ion.design/,AI that creates & tests 100s of landing pages for your product,Active,"B2B; Engineering, Product and Design",3,"San Francisco, CA, USA"
Duckie,W24,https://www.ycombinator.com/companies/duckie,https://duckie.ai/,Build AI Support Agents in Minutes,Active,"B2B; Engineering, Product and Design",4,"San Francisco, CA, USA"
Happenstance,W24,https://www.ycombinator.com/companies/happenstance,https://happenstance.ai,People search powered by AI,Active,Consumer,3,
Ubicloud,W24,https://www.ycombinator.com/companies/ubicloud,https://www.ubicloud.com,Open source alternative to AWS,Active,B2B; Infrastructure,15,
Greptile,W24,https://www.ycombinator.com/companies/greptile,https://www.greptile.com,AI code review agent with complete context of your codebase,Active,"B2B; Engineering, Product and Design",20,"San Francisco, CA, USA"
Cora,W24,https://www.ycombinator.com/companies/cora,https://www.corahealth.app/download,AI Fitness Coach,Active,Consumer,3,"San Francisco, CA, USA"
ego,W24,https://www.ycombinator.com/companies/ego,https://egoai.com,"Character AI + Roblox :persistent, sapient AI characters in 3D worlds ",Active,Consumer,9,"San Francisco, CA, USA"
Legora (formerly Leya),W24,https://www.ycombinator.com/companies/legora,https://www.legora.com/,The AI workspace for lawyers,Active,B2B; Legal,65,"Stockholm, Sweden"
Scritch,W24,https://www.ycombinator.com/companies/scritch,https://www.scritchai.com,AI operating system for veterinary care,Active,Healthcare,,"San Francisco, CA, USA"
Tesseral,W24,https://www.ycombinator.com/companies/tesseral,https://tesseral.com,The open source platform for managing identity in business software,Active,B2B,5,"San Francisco, CA, USA"
Relari,W24,https://www.ycombinator.com/companies/relari,https://www.nuvi.dev/,AI Agent Builder for Software 3.0,Active,B2B,2,"San Francisco, CA, USA"
DryMerge,W24,https://www.ycombinator.com/companies/drymerge,https://www.drymerge.com,AI that updates your CRM for you,Active,B2B,4,"San Francisco, CA, USA"
Navier AI,W24,https://www.ycombinator.com/companies/navier-ai,http://navier.ai,Agent-Driven Engineering,Active,Industrials; Aviation and Space,7,"San Francisco, CA, USA"
Upsolve AI,W24,https://www.ycombinator.com/companies/upsolve-ai,https://upsolve.ai/,Embed GenBI in Your SaaS App,Active,B2B; Analytics,5,
Event Horizon Labs,W24,https://www.ycombinator.com/companies/event-horizon-labs,https://www.ehl.markets/,AI-native hedge fund using agents to automate quant research—at scale,Active,Fintech; Asset Management,4,"San Francisco, CA, USA"
Gumloop,W24,https://www.ycombinator.com/companies/gumloop,https://www.gumloop.com/,A no-code platform for automating workflows with AI,Active,B2B,15,"San Francisco, CA, USA"
Driver,W24,https://www.ycombinator.com/companies/driver,https://www.driver.ai/,Context for Codebases,Active,B2B,15,"Austin, TX, USA"
Onyx,W24,https://www.ycombinator.com/companies/onyx,https://www.onyx.app/,Open Source AI Chat,Active,B2B; Productivity,20,"San Francisco, CA, USA"
jo,W24,https://www.ycombinator.com/companies/jo,https://askjo.ai,jo is a voice-first digital personality that works alongside you…,Active,Consumer,2,"Menlo Park, CA, USA"
Yenmo,W24,https://www.ycombinator.com/companies/yenmo,https://yenmo.in/,Secured consumer lending in India,Active,Fintech; Credit and Lending,5,"Bengaluru, Karnataka, India"
GovernGPT,W24,https://www.ycombinator.com/companies/governgpt,https://www.governgpt.com/,The RFP Platform Asset Managers Adopt,Active,Fintech,6,"Montreal, QC, Canada"
Arcane,W24,https://www.ycombinator.com/companies/arcane,https://www.rohanmehta.com/,AI powered games,Acquired,Consumer; Gaming,2,"New York, NY, USA"
Trieve,W24,https://www.ycombinator.com/companies/trieve,https://trieve.ai,"All-in-one API for search, RAG, & recommendations",Acquired,B2B; Infrastructure,7,"San Francisco, CA, USA"
Resonance,W24,https://www.ycombinator.com/companies/resonance,https://www.useresonance.com/,Self-improving content bank for marketing,Acquired,B2B; Marketing,2,"San Francisco, CA, USA"
StarJar,W24,https://www.ycombinator.com/companies/starjar,https://www.starjar.io/,Starjar automates inbound document processing workflows for hospitals,Acquired,B2B,11,
Verse Therapy,W24,https://www.ycombinator.com/companies/verse-therapy,https://versetherapy.com,Connecting All Ages with Speech Language Pathologists,Acquired,Healthcare; Healthcare IT,3,"San Francisco, CA, USA"
Lumona,W24,https://www.ycombinator.com/companies/lumona,https://www.lumona.ai,AI-enabled search engine featuring insights from social media.,Inactive,Consumer,1,"Cambridge, MA, USA"
Fileforge,W24,https://www.ycombinator.com/companies/fileforge,https://www.fileforge.com/,API For PDF Document Workflows,Inactive,"B2B; Engineering, Product and Design",3,"San Francisco, CA, USA"
BiteSight,W24,https://www.ycombinator.com/companies/bitesight,http://bitesight.com,The video-first food delivery app. Imagine TikTok meets DoorDash.,Inactive,Consumer; Social,4,"New York, NY, USA"
Abel,W24,https://www.ycombinator.com/companies/abel,https://www.tryabel.com,Transforming document review for litigation teams,Inactive,B2B; Legal,2,"San Francisco, CA, USA"
Wuri,W24,https://www.ycombinator.com/companies/wuri,https://www.wuri.in/,"App to read fiction stories as visual novels with images, videos,…",Inactive,Consumer; Content,7,
crmCopilot,W24,https://www.ycombinator.com/companies/crmcopilot,https://www.crmcopilot.co?utm_source=yc,Give Salesforce the AI upgrade it deserves,Inactive,B2B; Sales,2,"San Francisco, CA, USA"
Toolify,W24,https://www.ycombinator.com/companies/toolify,https://toolify.sh,Build internal tools with AI,Inactive,"B2B; Engineering, Product and Design",2,"Bengaluru, Karnataka, India"
Celest,W24,https://www.ycombinator.com/companies/celest,https://celest.dev,The Vercel of Flutter,Inactive,B2B; Infrastructure,1,"San Francisco, CA, USA"
Selera Medical,W24,https://www.ycombinator.com/companies/selera-medical,http://www.seleramedical.com,"One-time, device-based treatment for heart failure",Inactive,Healthcare; Medical Devices,2,"Mountain View, CA, USA"
Engines,W24,https://www.ycombinator.com/companies/engines,https://engines.dev,Setup any repo with one command,Inactive,B2B; Infrastructure,2,"San Francisco, CA, USA"
Blume Benefits,W24,https://www.ycombinator.com/companies/blume-benefits,https://www.blumebenefits.com/,The AI copilot for health insurance brokers.,Inactive,Fintech; Insurance,3,"San Francisco, CA, USA"
Patchwork,W24,https://www.ycombinator.com/companies/patchwork,https://atpatchwork.com/,Your team’s AI powered communication tool,Inactive,B2B; Productivity,2,"Hayes St, San Francisco, CA, USA"
DGI Apparel,W24,https://www.ycombinator.com/companies/dgi-apparel,https://www.dgiapparel.com/,Expedia for ordering blank apparel,Inactive,B2B; Supply Chain and Logistics,4,"New York, NY, USA"
Mango Health,W24,https://www.ycombinator.com/companies/mango-health,https://themangohealth.com,AI Therapy for OCD,Inactive,Healthcare,2,
Quary,W24,https://www.ycombinator.com/companies/quary,https://www.quary.dev,The first in-browser analytics engineering platform,Inactive,B2B; Analytics,2,"London, UK"
Stitch Technologies,W24,https://www.ycombinator.com/companies/stitch-technologies,https://www.stitch.tech,-,Inactive,"B2B; Engineering, Product and Design",,"London, UK"
RadMate AI,W24,https://www.ycombinator.com/companies/radmate-ai,https://www.radmate.ai,Copilot for radiologists,Inactive,Healthcare,2,"San Francisco, CA, USA"
Lantern,W24,https://www.ycombinator.com/companies/lantern-2,http://lantern.dev,Postgres vector database extension to build AI applications,Inactive,B2B,3,"San Francisco, CA, USA"
Outerport,S24,https://www.ycombinator.com/companies/outerport,https://outerport.com,"Turn diagrams, technical documents, and CAD into structured data",Active,"B2B; Engineering, Product and Design",4,"San Francisco, CA, USA"
DreamRP,S24,https://www.ycombinator.com/companies/dreamrp,https://www.dreamrp.com/,Tech and platforms for human creators and the entertainment industry,Active,Consumer,2,"San Francisco, CA, USA"
Conductor,S24,https://www.ycombinator.com/companies/conductor,https://conductor.build,Run a team of coding agents on your Mac,Active,"B2B; Engineering, Product and Design",4,"San Francisco, CA, USA"
Syntra,S24,https://www.ycombinator.com/companies/syntra,https://www.syntra.com,AI chart review for speciality medical clinics.,Active,Healthcare; Healthcare IT,9,"San Francisco, CA, USA"
PathPilot,S24,https://www.ycombinator.com/companies/pathpilot,https://www.getpathpilot.com/,AI Agents for Lending Operations,Active,B2B,3,"San Jose, CA, USA"
Bits to Atoms,S24,https://www.ycombinator.com/companies/bits-to-atoms,https://bitstoatoms.com/,Match job seekers to roles at deep technology startups.,Active,Consumer; Job and Career Services,3,
Midship,S24,https://www.ycombinator.com/companies/midship,https://midship.ai/,AI for SOX testing,Active,B2B; Finance and Accounting,3,
SimCare,S24,https://www.ycombinator.com/companies/simcare,https://simcare.ai,AI avatars to scale healthcare training.,Active,Healthcare,7,"San Francisco, CA, USA"
Merlin AI,S24,https://www.ycombinator.com/companies/merlin-ai,https://www.merlinai.co,AI powered ERP for Construction,Active,B2B,28,"Los Angeles, CA, USA"
Freestyle,S24,https://www.ycombinator.com/companies/freestyle,https://www.freestyle.sh,We run and deploy code your AI wrote,Active,B2B; Infrastructure,5,"San Francisco, CA, USA"
Arva AI,S24,https://www.ycombinator.com/companies/arva-ai,https://www.arva.ai,"AI Agents to scale AML, KYB and KYC operations",Active,B2B,14,
Affil.ai,S24,https://www.ycombinator.com/companies/affil-ai,https://affil.ai/,AI Affiliate Network For Financial Companies,Active,B2B; Marketing,4,"San Francisco, CA, USA"
OrgOrg,S24,https://www.ycombinator.com/companies/orgorg,https://orgorg.com,Organizational productivity suite for companies,Active,B2B; Productivity,2,"Los Altos, CA, USA"
Patched,S24,https://www.ycombinator.com/companies/patched,https://patched.codes,Agentic workflows for Enterprise IT and Ops teams,Active,B2B; Productivity,4,
Village Labs,S24,https://www.ycombinator.com/companies/village-labs,https://villagelabs.app/,Helping America's businesses become employee owned,Active,B2B; Human Resources,2,"New York, NY, USA"
Mica AI,S24,https://www.ycombinator.com/companies/mica-ai,https://usemica.com/,Replace the humans fixing bad data,Active,B2B; Operations,3,"San Francisco, CA, USA"
Formula Insight,S24,https://www.ycombinator.com/companies/formula-insight,https://www.formulainsight.io/,"Help Institutional Investors manage, track & query their Excel models",Active,B2B,2,"New York, NY, USA"
Overlap,S24,https://www.ycombinator.com/companies/overlap,https://www.overlap.ai,Multimodal AI agents for video,Active,Consumer; Content,6,"San Francisco, CA, USA"
Capitol AI,S24,https://www.ycombinator.com/companies/capitol-ai,https://www.capitol.ai/,"Model-agnostic AI for enterprises: governed, embedded, decision-grade.",Active,B2B; Productivity,11,"Washington, DC, USA"
Void,S24,https://www.ycombinator.com/companies/void,https://useglass.ai,The open source Cursor alternative,Active,"B2B; Engineering, Product and Design",2,"San Francisco, CA, USA"
Anglera,S24,https://www.ycombinator.com/companies/anglera,https://www.anglera.com/,AI-Powered Product Data Enrichment,Active,B2B; Retail,5,"San Francisco, CA, USA"
XTraffic,S24,https://www.ycombinator.com/companies/xtraffic,https://XTraffic.com/,Technology for cities to automate and manage their traffic lights.,Active,Government,3,
BrowserOS,S24,https://www.ycombinator.com/companies/browseros,https://BrowserOS.com/,The Open Source Agentic Browser,Active,Consumer,4,"San Francisco, CA, USA"
Henry,S24,https://www.ycombinator.com/companies/henry-2,http://www.henry.ai,Automating Deal Decks for Commercial Real Estate Brokers,Active,Real Estate and Construction,3,"New York, NY, USA"
Ficra,S24,https://www.ycombinator.com/companies/ficra,https://ficra.ai/,"Real time, source of truth for every product screen and user flow",Active,B2B,3,"San Francisco, CA, USA"
RowBoat Labs,S24,https://www.ycombinator.com/companies/rowboat-labs,https://www.rowboatlabs.com,Open-source AI-assisted agent builder,Active,"B2B; Engineering, Product and Design",3,"San Francisco, CA, USA"
Pipeshift,S24,https://www.ycombinator.com/companies/pipeshift,https://pipeshift.com,Inference for real-time production workloads,Active,B2B; Infrastructure,10,"San Francisco, CA, USA"
Vera Health,S24,https://www.ycombinator.com/companies/vera-health,https://www.vera-health.ai,AI-powered clinical decision support for healthcare providers,Active,Healthcare; Healthcare Services,6,"San Francisco, CA, USA"
Pharos,S24,https://www.ycombinator.com/companies/pharos,https://pharos.health/,Helping hospitals identify and prevent avoidable harm using AI,Active,Healthcare; Healthcare IT,5,"San Francisco, CA, USA"
et al.,S24,https://www.ycombinator.com/companies/et-al,https://www.et-al.io,Feed of insights extracted from your go-to sources using LLMs.,Active,Consumer,2,"San Francisco, CA, USA"
Keet,S24,https://www.ycombinator.com/companies/keet,https://trykeet.com,Authentication for AI Agents,Active,B2B,2,
Terra,S24,https://www.ycombinator.com/companies/terra-2,https://useterra.com/,Design and sell products in minutes,Active,B2B; Supply Chain and Logistics,6,
Dayflow,S24,https://www.ycombinator.com/companies/dayflow,https://www.dayflow.so,"Generate a detailed log of everything you've worked on, automatically.",Active,Consumer,2,"San Francisco, CA, USA"
"Diode Computers, Inc.",S24,https://www.ycombinator.com/companies/diode-computers-inc,https://diode.computer,Automate circuit board design using AI,Active,"B2B; Engineering, Product and Design",3,"New York, NY, USA"
SureBright,S24,https://www.ycombinator.com/companies/surebright,https://surebright.com/,Apple Care-like warranty program for every retailer ,Active,B2B; Retail,20,
Usul,S24,https://www.ycombinator.com/companies/usul,https://www.usul.com,AI Platform for Winning Defense & Government Contracts,Active,Government,11,"San Francisco, CA, USA"
Saldor,S24,https://www.ycombinator.com/companies/saldor,https://saldor.com/,,Active,Consumer,2,"San Francisco, CA, USA"
Bucket Robotics,S24,https://www.ycombinator.com/companies/bucket-robotics,https://bucket.bot,Defect detection for manufacturing built from CAD and synthetic data.,Active,Industrials; Manufacturing and Robotics,4,
Oway,S24,https://www.ycombinator.com/companies/oway,https://www.shipoway.com,AI Infrastructure for America’s Empty Truck Space,Active,B2B; Infrastructure,10,"San Francisco, CA, USA"
Elayne,S24,https://www.ycombinator.com/companies/elayne,https://www.elayne.com/,"AI copilot for growing, organizing, and transferring family estates",Active,Fintech,6,"New York, NY, USA"
Blaze,S24,https://www.ycombinator.com/companies/blaze-2,https://blaze.money,Global Venmo for cross border payments,Active,Fintech; Payments,5,"Mexico City, CDMX, Mexico"
pap!,S24,https://www.ycombinator.com/companies/pap,https://joinpap.com/,"Agents that earn consumers dollars when they shop, travel, and live.",Active,Consumer,3,"Berkeley, CA, USA"
RentFlow,S24,https://www.ycombinator.com/companies/rentflow,https://www.therentflow.com,The first 'Buy Now Pay Later' solution for Commercial Rent,Active,B2B,3,"San Francisco, CA, USA"
TradeFlow,S24,https://www.ycombinator.com/companies/tradeflow,https://www.tradeflowai.com/,AI-powered settlement for financial securities,Active,Fintech,2,"New York, NY, USA"
Voker,S24,https://www.ycombinator.com/companies/voker,https://voker.ai,The Agent Analytics Platform,Active,"B2B; Engineering, Product and Design",6,"Los Angeles, CA, USA"
Rastro,S24,https://www.ycombinator.com/companies/rastro,https://rastro.ai,The fastest way for retailers to launch product catalogs.,Active,B2B; Retail,3,"San Francisco, CA, USA"
Quetzal,S24,https://www.ycombinator.com/companies/quetzal,https://getquetzal.com/,"Simple, LLM-first translation and internationalization for software",Active,"B2B; Engineering, Product and Design",2,"Oakland, CA, USA"
Typa,S24,https://www.ycombinator.com/companies/typa,https://typa.ai,The content engine that wins attention and drives growth.,Active,B2B; Marketing,2,"San Francisco, CA, USA"
Moreta,S24,https://www.ycombinator.com/companies/moreta,https://moretapay.com,Payments made easy for international travelers.,Active,Fintech; Payments,4,"San Francisco, CA, USA"
"Sterling Labs, Inc",S24,https://www.ycombinator.com/companies/sterling-labs-inc,https://www.focusbuddy.ai/?ref=yc,Currently in stealth - previously FocusBuddy,Active,Consumer; Content,2,"San Francisco, CA, USA"
Orca,S24,https://www.ycombinator.com/companies/orcaengine,https://orcaengine.ai,Make Minecraft mods and servers in your browser with AI,Active,Consumer,2,"San Francisco, CA, USA"
Assembly HOA,S24,https://www.ycombinator.com/companies/assembly-hoa,https://assemblyhoa.com,AI-enabled HOA Management Company,Active,Real Estate and Construction; Housing and Real Estate,9,"San Francisco, CA, USA"
autarc,S24,https://www.ycombinator.com/companies/autarc,https://www.autarc.energy/en,autarc is the OS for Europe's One-Stop Energy Installers,Active,B2B,30,"Berlin, Germany"
omnidock,S24,https://www.ycombinator.com/companies/omnidock,https://www.omnidock.com,OS for global e-commerce expansion of brands & manufacturers,Active,B2B; Operations,1,
Polymet,S24,https://www.ycombinator.com/companies/polymet,https://polymet.ai,AI Product Designer,Active,"B2B; Engineering, Product and Design",3,
Kontigo,S24,https://www.ycombinator.com/companies/kontigo,https://kontigo.lat/,USDC-Smart Neobank for Latinos. ,Active,Fintech; Banking and Exchange,10,
Weel,S24,https://www.ycombinator.com/companies/weel,https://weel.live/,GPS & dashcam smartphone app,Active,Consumer; Transportation Services,4,"New York, NY, USA"
Entropy,S24,https://www.ycombinator.com/companies/entropy,https://www.withentropy.ai/,Autonomous intake and RCM for specialty clinics. ,Active,Healthcare,2,"San Francisco, CA, USA"
Propaya,S24,https://www.ycombinator.com/companies/propaya,https://www.propaya.com,AI commercial lease abstractions and review,Active,Real Estate and Construction; Housing and Real Estate,2,"San Francisco, CA, USA"
Vendra,S24,https://www.ycombinator.com/companies/vendra,https://vendra-marketplace.io/,"Custom Parts, Manufactured in America 🇺🇸",Active,Industrials,5,"San Francisco, CA, USA"
Argil,S24,https://www.ycombinator.com/companies/argil,https://www.argil.ai/,The video generation engine for the creator economy ,Active,Consumer,8,"Paris, France"
ZeroPath,S24,https://www.ycombinator.com/companies/zeropath,https://zeropath.com,Automatically find and fix your software vulnerabilities,Active,B2B; Security,4,"San Francisco, CA, USA"
Leviathan,S24,https://www.ycombinator.com/companies/leviathan,https://www.leviathanencyclopedia.com/,AI Wikipedia,Active,Consumer; Home and Personal,1,"San Francisco, CA, USA"
Starcloud,S24,https://www.ycombinator.com/companies/starcloud,https://www.starcloud.com/,Data centers in space,Active,Industrials; Aviation and Space,12,"Redmond, WA, USA"
Dataleap,S24,https://www.ycombinator.com/companies/dataleap,https://dataleap.ai/,The world's first vibe working platform,Active,B2B,4,"San Francisco, CA, USA"
Handled,S24,https://www.ycombinator.com/companies/handled,https://www.itshandled.ai,Automating post-order operations for e-commerce brands and 3PLs,Active,B2B; Retail,2,"New York, NY, USA"
Ionworks,S24,https://www.ycombinator.com/companies/ionworks,https://ionworks.com/,Simulation software used by leading battery and automotive companies,Active,Industrials; Energy,5,
Rescript,S24,https://www.ycombinator.com/companies/rescript,https://rescript.ai/,AI Regulatory Analyst for Enterprises,Active,B2B; Legal,3,"Washington, DC, USA"
HeroUI,S24,https://www.ycombinator.com/companies/heroui,https://heroui.com,The UI framework for AI agents and developers to build beautiful apps.,Active,"B2B; Engineering, Product and Design",5,"San Francisco, CA, USA"
Helium,S24,https://www.ycombinator.com/companies/helium,https://tryhelium.com,Self Improving Software,Active,"B2B; Engineering, Product and Design",7,"San Francisco, CA, USA"
&AI,S24,https://www.ycombinator.com/companies/ai-2,https://www.tryandai.com/,Collaborative workspace for patent litigators,Active,B2B; Legal,13,"San Francisco, CA, USA"
Haystack Software,S24,https://www.ycombinator.com/companies/haystack-software,https://haystackeditor.com/,Understand any pull request in under a minute,Active,"B2B; Engineering, Product and Design",2,"New York, NY, USA"
Finosu,S24,https://www.ycombinator.com/companies/finosu,https://www.finosu.com,AI Native Consumer Loan Servicer,Active,Fintech; Credit and Lending,5,
Odo,S24,https://www.ycombinator.com/companies/odo,https://useodo.com/,Your email assistant because you deserve a better morning,Active,B2B,2,"San Francisco, CA, USA"
Baseline AI,S24,https://www.ycombinator.com/companies/baseline-ai,https://www.baselinetrials.com/,AI document creation and data management for clinical trials,Active,Healthcare; Healthcare IT,2,"San Francisco, CA, USA"
Sonatoria,S24,https://www.ycombinator.com/companies/sonatoria,https://sonatoria.com,Helping Startups Grow Organically,Active,B2B,2,
Cartage,S24,https://www.ycombinator.com/companies/cartage,https://cartage.ai,Autonomous freight coordination,Active,B2B; Supply Chain and Logistics,12,"San Francisco, CA, USA"
Paasa,S24,https://www.ycombinator.com/companies/paasa,https://paasa.com,Invest in Global Equities from India,Active,Fintech; Asset Management,5,"Gurugram, Haryana, India"
Refactor,S24,https://www.ycombinator.com/companies/refactor,https://refactor.co,"Deploying secure and reliable AI agents across healthcare, retail,…",Active,B2B,3,"San Francisco, CA, USA"
Lilac Labs,S24,https://www.ycombinator.com/companies/lilac-labs,https://www.drive-thru.ai/,We automate the person taking orders at drive-thrus with a voice AI,Active,B2B,4,
Palmier,S24,https://www.ycombinator.com/companies/palmier,https://www.palmier.io,From idea to cinematic videos in seconds,Active,Consumer; Content,2,"San Francisco, CA, USA"
Simple AI,S24,https://www.ycombinator.com/companies/simple-ai,https://www.usesimple.ai,AI voice that sells,Active,B2B; Sales,11,"San Francisco, CA, USA"
Sensei,S24,https://www.ycombinator.com/companies/sensei,https://senseirobotics.com,Robotic Training Data at Scale,Active,Industrials; Manufacturing and Robotics,2,"San Francisco, CA, USA"
Guardian RF,S24,https://www.ycombinator.com/companies/guardian-rf,https://guardianrf.com/,Drone detection for US defense and national security  ,Active,Industrials; Drones,15,
Laminar,S24,https://www.ycombinator.com/companies/laminar,https://laminar.sh,Understand why your AI agent breaks. Iterate fast to fix it.,Active,"B2B; Engineering, Product and Design",6,"San Francisco, CA, USA"
Cerulion,S24,https://www.ycombinator.com/companies/cerulion,https://www.cerulion.com,Open source operating system for robots,Active,"B2B; Engineering, Product and Design",2,
Presti AI,S24,https://www.ycombinator.com/companies/presti-ai,https://www.presti.ai/,Helping furniture companies create product visuals with AI,Active,B2B; Retail,25,
The Forecasting Company,S24,https://www.ycombinator.com/companies/the-forecasting-company,https://www.theforecastingcompany.com,Foundation models for time series,Active,B2B,7,"Paris, France"
Praxos,S24,https://www.ycombinator.com/companies/praxos,https://mypraxos.com,Your personal AI companion,Active,Consumer,3,"Miami, FL, USA"
Zettascale,S24,https://www.ycombinator.com/companies/zettascale,https://zscc.ai,Energy efficient chips for AI,Active,Industrials,4,"San Francisco, CA, USA"
SchemeFlow,S24,https://www.ycombinator.com/companies/schemeflow,https://www.schemeflow.com,AI Report Generation for Engineering & Environmental Review,Active,Real Estate and Construction,5,
Brighterway,S24,https://www.ycombinator.com/companies/brighterway,https://www.brighterway.ai/,Streamlining the medical record review process in workers comp,Active,Healthcare; Healthcare IT,14,
